Name,Dosage,Forme,Presentation,Price,Remboursement,DCI,Type,Prescription
APROFORT,300 mg/5 mg,Comprimes pellicules,B/90,122.575,101.056,IRBESARTAN +AMLODIPINE,Antihypertenseurs,Oui
APROVASC,150 mg/5 mg,Comprimes pellicules,B/30,50.715,26.546,IRBESARTAN +AMLODIPINE,Antihypertenseurs,Oui
APROVASC,300 mg/10 mg,Comprimes pellicules,B/30,64.64,33.762,IRBESARTAN +AMLODIPINE,Antihypertenseurs,Oui
APROVASC,300 mg/5 mg,Comprimes pellicules,B/30,62.825,33.685,IRBESARTAN +AMLODIPINE,Antihypertenseurs,Oui
APROVEL,150 mg,Comprimes pellicules,B/30,38.63,13.796,IRBESARTAN,Antihypertenseurs,Oui
APROVEL,150 mg,Comprimes pellicules,B/90,107.77,41.386,IRBESARTAN,Antihypertenseurs,Oui
APROZAR,150 mg,Comprimes pellicules,B/30,25.005,13.796,IRBESARTAN,Antihypertenseurs,Oui
APROZAR,150 mg,Comprimes pellicules,B/90,64.765,41.386,IRBESARTAN,Antihypertenseurs,Oui
ARADEUX,150 mg,Comprimes pellicules,B/30,25.895,13.796,IRBESARTAN,Antihypertenseurs,Oui
ARADEUX,150 mg,Comprimes pellicules,B/90,58.565,41.386,IRBESARTAN,Antihypertenseurs,Oui
ARADEUX PLUS 150/5,150 mg/5 mg,Comprimes pellicules,B/30,32.045,26.546,IRBESARTAN +AMLODIPINE,Antihypertenseurs,Oui
ARADEUX PLUS 150/5,150 mg/5 mg,Comprimes pellicules,B/90,93.74,79.636,IRBESARTAN +AMLODIPINE,Antihypertenseurs,Oui
ARADEUX PLUS 300/10,300 mg/10 mg,Comprimes pellicules,B/30,40.955,33.762,IRBESARTAN +AMLODIPINE,Antihypertenseurs,Oui
ARADEUX PLUS 300/10,300 mg/10 mg,Comprimes pellicules,B/90,40.955,33.762,IRBESARTAN +AMLODIPINE,Antihypertenseurs,Oui
ARADEUX PLUS 300/5,300 mg/5 mg,Comprimes pellicules,B/30,39.815,33.685,IRBESARTAN +AMLODIPINE,Antihypertenseurs,Oui
ARADEUX PLUS 300/5,300 mg/5 mg,Comprimes pellicules,B/90,119.24,101.056,IRBESARTAN +AMLODIPINE,Antihypertenseurs,Oui
ARALEAD,16 mg,Comprimes pellicules secables,B/30,22.825,18.386,CANDESARTAN CILEXETIL,Antihypertenseurs,Oui
ARALEAD,16 mg,Comprimes pellicules secables,B/90,64.92,55.157,CANDESARTAN CILEXETIL,Antihypertenseurs,Oui
ARALEAD,16 mg,Comprimes secables,B/30,21.78,18.386,CANDESARTAN CILEXETIL,Antihypertenseurs,Oui
ARALEAD,32 mg,Comprimes secables,B/30,40.535,34.45,CANDESARTAN CILEXETIL,Antihypertenseurs,Oui
ARALEAD,4 mg,Comprimes pellicules secables,B/30,19.55,15.223,CANDESARTAN CILEXETIL,Antihypertenseurs,Oui
ARALEAD,4 mg,Comprimes pellicules secables,B/90,53.81,45.67,CANDESARTAN CILEXETIL,Antihypertenseurs,Oui
ARALEAD,8 mg,Comprimes pellicules secables,B/30,21.805,17.009,CANDESARTAN CILEXETIL,Antihypertenseurs,Oui
ARALEAD,8 mg,Comprimes pellicules secables,B/90,60.08,51.026,CANDESARTAN CILEXETIL,Antihypertenseurs,Oui
ARALEAD,8 mg,Comprimes secables,B/30,20.16,17.009,CANDESARTAN CILEXETIL,Antihypertenseurs,Oui
ARALEAD PLUS,"16 mg/12,5 mg",Comprimes pellicules secables,B/30,29.0,22.899,CANDESARTAN  HYDROCHLOROTHIAZIDE,Antihypertenseurs,Oui
ARALEAD PLUS,"16 mg/12,5 mg",Comprimes pellicules secables,B/90,80.89,68.697,CANDESARTAN  HYDROCHLOROTHIAZIDE,Antihypertenseurs,Oui
ARALEAD PLUS,"8 mg/12,5 mg",Comprimes pellicules secables,B/30,26.8,20.043,CANDESARTAN  HYDROCHLOROTHIAZIDE,Antihypertenseurs,Oui
ARALEAD PLUS,"8 mg/12,5 mg",Comprimes pellicules secables,B/90,70.8,60.129,CANDESARTAN  HYDROCHLOROTHIAZIDE,Antihypertenseurs,Oui
ARAVA,10 mg,Comprimes pellicules,FL/30,103.442,87.924,LEFLUNOMIDE,Immunosuppresseurs,Oui
ARAVA,100 mg,Comprimes pellicules,B/3,92.222,78.387,LEFLUNOMIDE,Immunosuppresseurs,Oui
ARAVA,20 mg,Comprimes pellicules,FL/30,146.533,124.542,LEFLUNOMIDE,Immunosuppresseurs,Oui
ARAVEN,150 mg,Comprimes pellicules,B/30,27.41,13.796,IRBESARTAN,Antihypertenseurs,Oui
ARAVEN,150 mg,Comprimes pellicules,B/90,71.705,41.386,IRBESARTAN,Antihypertenseurs,Oui
ARAVEN,300 mg,Comprimes,B/30,33.55,20.604,IRBESARTAN,Antihypertenseurs,Oui
ARAVEN,300 mg,Comprimes,B/90,87.005,61.812,IRBESARTAN,Antihypertenseurs,Oui
ARAVEN,300 mg,Comprimes pellicules,B/28,33.37,19.23,IRBESARTAN,Antihypertenseurs,Oui
ARAVEN,300 mg,Comprimes pellicules,B/30,24.24,20.604,IRBESARTAN,Antihypertenseurs,Oui
ARAVEN,300 mg,Comprimes pellicules,B/90,86.195,61.812,IRBESARTAN,Antihypertenseurs,Oui
ARAVEN IC,150 mg/5 mg,Comprimes pellicules,B/30,32.045,26.546,IRBESARTAN +AMLODIPINE,Antihypertenseurs,Oui
ARAVEN IC,150 mg/5 mg,Comprimes pellicules,B/90,93.74,79.636,IRBESARTAN +AMLODIPINE,Antihypertenseurs,Oui
ARAVEN IC,300 mg/10 mg,Comprimes pellicules,B/30,45.32,33.762,IRBESARTAN +AMLODIPINE,Antihypertenseurs,Oui
ARAVEN IC,300 mg/10 mg,Comprimes pellicules,B/90,122.37,101.286,IRBESARTAN +AMLODIPINE,Antihypertenseurs,Oui
ARAVEN IC,300 mg/5 mg,Comprimes pellicules,B/30,44.05,33.685,IRBESARTAN +AMLODIPINE,Antihypertenseurs,Oui
ARAVEN IC,300 mg/5 mg,Comprimes pellicules,B/90,118.95,101.056,IRBESARTAN +AMLODIPINE,Antihypertenseurs,Oui
ARTELAC,"3,2 mg",Collyre,FL/10 ml,5.403,4.59,HYPROMELLOSE,Autres,Oui
ARTHROSYL,10 mg,Gelules,B/30,8.065,6.834,PIROXICAM,Anti-inflammatoires,Non
ARTHROSYL,20 mg,Gelules,B/20,8.46,7.191,PIROXICAM,Anti-inflammatoires,Non
ARTIBREX,200 mg,Gelules,B/10,10.21,2.536,CELECOXIB,Anti-inflammatoires,Non
ARTIBREX,200 mg,Gelules,B/20,15.565,5.072,CELECOXIB,Anti-inflammatoires,Non
ARTIBREX,200 mg,Gelules,B/30,21.0,7.608,CELECOXIB,Anti-inflammatoires,Non
ARTOTEC,"50 mg/0,2 mg",Comprimes gastro-resistants,B/30,15.67,13.311,DICLOFENAC + MISOPROSTOL,Anti-inflammatoires,Oui
ARTOTEC,"75 mg/0,2 mg",Comprimes gastro-resistants,B/20,13.201,11.22,DICLOFENAC + MISOPROSTOL,Anti-inflammatoires,Oui
ASCALOL,"25,00%",Lotion,FL/125 ml,4.62,3.825,BENZOATE DE BENZYLE,Antiparasitaires,Non
ASCAPOUDRE,"0,40%",Poudre à usage externe,FL/100 g,7.67,6.46,LINDANE,Antiparasitaires,Non
ASEPSIL,"10,00%",Solution externe,FL/1 l,4.457,1.6,DODECYL-1.4.7 TRIAZA-OCTANE 8 ACIDE ACETIQUE+DODECYL-3-CARBO,Autres,Oui
ASEPSIL,"10,00%",Solution externe,FL/250 ml,1.935,0.4,DODECYL-1.4.7 TRIAZA-OCTANE 8 ACIDE ACETIQUE+DODECYL-3-CARBO,Autres,Oui
ASMULAIR,10 mg,Comprimes pellicules,B/30,40.22,31.085,MONTELUKAST,Bronchodilatateurs,Oui
ASMULAIR,5 mg,Comprimes à croquer,B/30,42.94,31.085,MONTELUKAST,Bronchodilatateurs,Oui
ASPEGIC,1 g,Pdre p.prep.injectable,B/6 + solv/5 ml,6.314,5.365,ACETYLSALICYLATE DE LYSINE,Analgésiques (antidouleurs),Non
ASPEGIC,100 mg,Poudre pour solution orale,B/20,1.695,1.428,ACETYLSALICYLATE DE LYSINE,Analgésiques (antidouleurs),Non
ASPEGIC,100 mg,Poudre pour solution orale,B/30,4.295,2.142,ACETYLSALICYLATE DE LYSINE,Analgésiques (antidouleurs),Non
ASPEGIC,250 mg,Poudre pour solution orale,B/16,3.22,1.523,ACETYLSALICYLATE DE LYSINE,Analgésiques (antidouleurs),Non
ASPEGIC,250 mg,Poudre pour solution orale,B/20,2.25,1.904,ACETYLSALICYLATE DE LYSINE,Analgésiques (antidouleurs),Non
ASPEGIC,500 mg,Pdre p.prep.injectable,B/6,6.773,5.753,ACETYLSALICYLATE DE LYSINE,Analgésiques (antidouleurs),Non
ASPEGIC,500 mg,Poudre pour solution orale,B/16,3.935,1.863,ACETYLSALICYLATE DE LYSINE,Analgésiques (antidouleurs),Non
ASPEGIC,500 mg,Poudre pour solution orale,B/20,2.75,2.329,ACETYLSALICYLATE DE LYSINE,Analgésiques (antidouleurs),Non
ASPEGIC ADULTES,1 g,Poudre pour solution orale,B/20,7.3,6.205,ACETYLSALICYLATE DE LYSINE,Analgésiques (antidouleurs),Non
ASTAIR,10 mg,Comprimes pellicules,B/30,45.19,31.085,MONTELUKAST,Bronchodilatateurs,Oui
ASTAIR,5 mg,Comprimes à croquer,B/30,45.19,31.085,MONTELUKAST,Bronchodilatateurs,Oui
ASTRADOL,100 mg,Comprimes à liberation prolongee,B/10,7.71,6.553,TRAMADOL,Analgésiques (antidouleurs),Non
ASTRADOL,100 mg,Suppositoires,B/5,4.6,3.91,TRAMADOL,Analgésiques (antidouleurs),Non
ASTRADOL,100 mg/2 ml,Solution injectable,B/5/2 ml,8.44,7.174,TRAMADOL,Analgésiques (antidouleurs),Non
ASTRADOL,100 mg/ml,Gouttes buvables,FL/10 ml,7.87,6.69,TRAMADOL,Analgésiques (antidouleurs),Non
ASTRADOL,50 mg,Gelules,B/10,3.765,2.678,TRAMADOL,Analgésiques (antidouleurs),Non
ASTRADOL,50 mg,Gelules,B/30,9.475,8.033,TRAMADOL,Analgésiques (antidouleurs),Non
ATACAND,4 mg,Comprimes secables,B/30,30.71,15.223,CANDESARTAN CILEXETIL,Antihypertenseurs,Oui
ATARAX,25 mg,Comprimes pellicules secables,B/30,6.495,2.592,HYDROXYZINE,Anxiolytiques (calmants),Oui
ATENOR,100 mg,Comprimes,B/30,10.89,8.568,ATENOLOL,Antihypertenseurs,Oui
ATENOR,50 mg,Comprimes,B/30,6.515,4.258,ATENOLOL,Antihypertenseurs,Oui
ATIMOS,12 µg,Solution pour inhalation,FL/100 doses,38.53,24.395,FORMOTEROL,Bronchodilatateurs,Oui
ATOR,10 mg,Comprimes pellicules,B/28,26.27,11.638,ATORVASTATINE,Autres,Oui
ATOR,10 mg,Comprimes pellicules,B/30,17.98,12.47,ATORVASTATINE,Autres,Oui
ATOR,10 mg,Comprimes pellicules,B/56,32.18,23.276,ATORVASTATINE,Autres,Oui
ATOR,10 mg,Comprimes pellicules,B/90,45.665,37.408,ATORVASTATINE,Autres,Oui
ATOR,10 mg,Comprimes pellicules,B/91,47.6,37.824,ATORVASTATINE,Autres,Oui
ATOR,20 mg,Comprimes pellicules,B/28,45.275,15.327,ATORVASTATINE,Autres,Oui
ATOR,20 mg,Comprimes pellicules,B/30,20.155,16.422,ATORVASTATINE,Autres,Oui
ATOR,20 mg,Comprimes pellicules,B/60,47.92,32.844,ATORVASTATINE,Autres,Oui
ATOR,20 mg,Comprimes pellicules,B/90,58.04,49.266,ATORVASTATINE,Autres,Oui
ATOR,20 mg,Comprimes pellicules,B/91,94.12,49.813,ATORVASTATINE,Autres,Oui
ATOR,20 mg,Comprimes pellicules,FL/30,34.58,16.422,ATORVASTATINE,Autres,Oui
ATOR,20 mg,Comprimes pellicules,FL/90,70.195,49.266,ATORVASTATINE,Autres,Oui
ATOR,20 mg,Comprimes pellicules secables,B/30,20.6,16.422,ATORVASTATINE,Autres,Oui
ATOR,20 mg,Comprimes pellicules secables,B/90,58.04,49.266,ATORVASTATINE,Autres,Oui
ATOR,20 mg,Comprimes pellicules secables,FL/30,22.0,16.422,ATORVASTATINE,Autres,Oui
ATOR,20 mg,Comprimes pellicules secables,FL/90,59.795,49.266,ATORVASTATINE,Autres,Oui
ATOR,40 mg,Comprimes pellicules,B/28,55.355,17.898,ATORVASTATINE,Autres,Oui
ATOR,40 mg,Comprimes pellicules,B/30,28.365,19.176,ATORVASTATINE,Autres,Oui
ATOR,40 mg,Comprimes pellicules,B/90,81.735,57.528,ATORVASTATINE,Autres,Oui
ATOR,40 mg,Comprimes pellicules,B/91,94.12,58.167,ATORVASTATINE,Autres,Oui
ATOR,40 mg,Comprimes pellicules,B/92,95.08,58.806,ATORVASTATINE,Autres,Oui
ATOR,40 mg,Comprimes pellicules,FL/30,28.74,19.176,ATORVASTATINE,Autres,Oui
ATOR,40 mg,Comprimes pellicules,FL/90,67.74,57.528,ATORVASTATINE,Autres,Oui
ATOR,40 mg,Comprimes pellicules secables,B/28,51.035,17.898,ATORVASTATINE,Autres,Oui
ATOR,40 mg,Comprimes pellicules secables,B/30,28.695,19.176,ATORVASTATINE,Autres,Oui
ATOR,40 mg,Comprimes pellicules secables,B/56,61.01,35.795,ATORVASTATINE,Autres,Oui
ATOR,40 mg,Comprimes pellicules secables,B/90,67.74,57.528,ATORVASTATINE,Autres,Oui
ATOR,80 mg,Comprimes pellicules,B/28,24.105,19.897,ATORVASTATINE,Autres,Oui
ATOR,80 mg,Comprimes pellicules,B/30,34.02,21.318,ATORVASTATINE,Autres,Oui
ATOR,80 mg,Comprimes pellicules,FL/30,39.61,21.318,ATORVASTATINE,Autres,Oui
ATOR,80 mg,Comprimes pellicules secables,B/30,39.6,21.318,ATORVASTATINE,Autres,Oui
ATOR,80 mg,Comprimes pellicules secables,B/90,101.58,63.954,ATORVASTATINE,Autres,Oui
ATORVEX,10 mg,Comprimes pellicules,FL/30,21.7,12.47,ATORVASTATINE,Autres,Oui
ATORVEX,10 mg,Comprimes pellicules,FL/90,53.84,37.408,ATORVASTATINE,Autres,Oui
ATRICAN,250 mg,Capsules molles,B/8,5.632,2.253,TENONITROZOLE,Antiparasitaires,Non
ATROPINE,"1,00%",Collyre,FL/5 ml,2.125,1.806,ATROPINE,Antispasmodiques,Non
ATROVAST 10,10 mg,Comprimes pellicules,B/30,15.64,12.47,ATORVASTATINE,Autres,Oui
ATROVAST 10,10 mg,Comprimes pellicules,B/90,44.04,37.408,ATORVASTATINE,Autres,Oui
AUREOMYCINE SPECIA,"3,00%",Pommade dermique,T/15 g,1.545,1.313,CHLORTETRACYCLINE,Antibiotiques,Oui
AURICULARUM,293 mg,Poudre auriculaire,FL pdr + solv/10 ml,11.23,4.454,DEXAMETHASONE+NYSTATINE+POLYMYXINE B+OXYTETRACYCLINE,Corticoïdes,Oui
AURIPAX,"4,00%",Gouttes auriculaires,FL/15 ml,2.16,0.864,PHENAZONE+LIDOCAINE,Anesthésiques,Non
AVALTEX,200 mg,Comprimes,B/30,30.81,26.188,ACICLOVIR,Antiviraux,Oui
AVAMYS,"27,5 µg/pulverisation",Spray nasal,FL/120 doses,17.646,14.994,FLUTICASONE,Corticoïdes,Non
AVIRAL,500 mg,Comprimes pellicules secables,B/10,25.525,18.896,VALACICLOVIR,Antiviraux,Oui
AVODART,"0,5 mg",Capsules molles,B/30,56.231,22.488,DUTASTERIDE,Hormones,Oui
AVOXINE 500,500 mg,Comprimes pellicules secables,FL/5,15.315,12.342,LEVOFLOXACINE,Antibiotiques,Oui
AZACINE,500 mg,Comprimes pellicules secables,B/3,7.93,6.74,AZITHROMYCINE,Antibiotiques,Oui
AZEAL,"0,05%",Collyre,FL/6 ml,8.69,7.385,AZELASTINE,Antihistaminiques,Non
AZITHRO,250 mg,Gelules,B/6,10.29,7.262,AZITHROMYCINE,Antibiotiques,Oui
AZITRAL,500 mg,Comprimes pellicules,B/3,8.935,6.74,AZITHROMYCINE,Antibiotiques,Oui
AZITROMIN DUO,500 mg,Comprimes pellicules secables,B/2,6.565,4.493,AZITHROMYCINE,Antibiotiques,Oui
AZITROMIN TRIO,500 mg,Comprimes pellicules secables,B/3,9.72,6.74,AZITHROMYCINE,Antibiotiques,Oui
AZIX,500 mg,Comprimes pellicules,B/3,11.28,6.74,AZITHROMYCINE,Antibiotiques,Oui
AZOPT,"1,00%",Collyre,FL/5 ml,20.265,17.225,BRINZOLAMIDE,Autres,Oui
AZRO,500 mg,Comprimes pellicules secables,B/3,11.925,6.74,AZITHROMYCINE,Antibiotiques,Oui
BACTICID,"0,10%",Solution externe,FL/125 ml,2.665,1.05,HEXAMIDINE,Autres,Oui
BACTRIM,400 mg/80 mg,Comprimes,B/20,4.655,2.193,COTRIMOXAZOLE,Antibiotiques,Oui
BACTRIM FORTE,800 mg/160 mg,Comprimes,B/10,5.16,4.386,COTRIMOXAZOLE,Antibiotiques,Oui
BACTROBAN,20 mg,Pommade dermique,T/15 g,6.759,5.738,MUPIROCINE,Antibiotiques,Oui
BASDENE,25 mg,Comprimes,B/50,0.761,0.638,BENZYLTHIOURACILE,Hormones,Oui
BASEAL,5 mg/ml,Solution externe,FL/125 ml,3.46,0.75,CHLORHEXIDINE,Autres,Non
BECLO-ASMA,250 µg,Aerosol,FL/200 doses,12.86,10.88,BECLOMETASONE,Corticoïdes,Oui
BECLOJET 250,250 µg,Solution pour inhalation,FL/200 doses,27.095,10.88,BECLOMETASONE,Corticoïdes,Oui
BECONASE,50 µg/dose,Suspension nasale,FL/200 doses,9.38,7.82,BECLOMETASONE,Corticoïdes,Oui
BEDELIX,3 g,Poudre pour suspension orale,B/30 sachets,7.77,3.108,MONTMORILLONITE BEIDELLITIQUE,Antidiarrhéiques,Non
BELARA,30 µg/2 mg,Comprimes pellicules,B/21,11.545,9.8,CHLORMADINONE ACETATE + ETHINYLESTRADIOL,Hormones,Oui
BELIFAX,20 mg,Gelules,FL/7,10.31,5.349,OMEPRAZOLE,Antiacides,Non
BENZOSEPT,"1,25 mg/5 ml",Collyre,FL/5 ml,1.82,0.728,BENZODODECINIUM,Anxiolytiques (calmants),Oui
BERCUM,200 µg/dose,Solution pour inhalation,FL/200 doses,20.55,17.34,BUDESONIDE,Corticoïdes,Oui
BERLOCID,400 mg/80 mg,Comprimes,B/20,2.59,2.193,COTRIMOXAZOLE,Antibiotiques,Oui
BERLTHYROX,100 µg,Comprimes secables,B/100,7.716,6.375,LEVOTHYROXINE,Hormones,Non
BERLTHYROX,150 µg,Comprimes secables,B/100,11.995,10.115,LEVOTHYROXINE,Hormones,Non
BERLTHYROX,150 µg,Comprimes secables,B/50,7.491,5.058,LEVOTHYROXINE,Hormones,Non
BERLTHYROX,50 µg,Comprimes secables,B/100,6.847,5.78,LEVOTHYROXINE,Hormones,Non
BERLTHYROX,50 µg,Comprimes secables,B/50,4.267,2.89,LEVOTHYROXINE,Hormones,Non
BETACOL LP,"2,00%",Collyre,FL/3 ml,10.44,8.874,CARTEOLOL,Antihypertenseurs,Oui
BETACORT,"0,5 mg/ml",Gouttes buvables,FL/30 ml,5.16,4.386,BETAMETHASONE,Corticoïdes,Oui
BETADINE,"10,00%",Gel dermique,T/30 g,4.124,1.644,POLYVIDONE IODEE,Autres,Non
BETADINE,"10,00%",Solution externe,FL/125 ml,3.85,1.15,POLYVIDONE IODEE,Autres,Non
BETADINE,"10,00%",Solution gynecologique,FL/125 ml,4.835,0.7,POLYVIDONE IODEE,Autres,Non
BETADINE SCRUB,"4,00%",Solution externe,FL/125 ml,4.771,0.95,POLYVIDONE IODEE,Autres,Non
BETADINE SCRUB,"4,00%",Solution externe,FL/500 ml,9.876,3.8,POLYVIDONE IODEE,Autres,Non
BETANYL,"1,5 mg/5 ml",Sirop,FL/300 ml,9.66,8.16,TERBUTALINE,Bronchodilatateurs,Oui
BETANYL,"2,5 mg",Comprimes,B/60,3.61,3.06,TERBUTALINE,Bronchodilatateurs,Oui
BETANYL,5 mg,Comprimes à liberation prolongee,B/30,5.028,4.258,TERBUTALINE,Bronchodilatateurs,Oui
BETANYL,5 mg,Comprimes à liberation prolongee,FL/60,15.597,8.517,TERBUTALINE,Bronchodilatateurs,Oui
BETANYL,5 mg/2 ml,Solution pour inhalation,B/5 sachets de 10 unids/2 ml,11.24,9.554,TERBUTALINE,Bronchodilatateurs,Oui
BETASALIC,"0,05%",Lotion,FL/30 g,6.396,4.386,BETAMETHASONE+ACIDE SALICYLIQUE,Corticoïdes,Non
BETASALIC,"0,05%",Pommade dermique,T/15 g,3.315,2.206,BETAMETHASONE+ACIDE SALICYLIQUE,Corticoïdes,Non
BETASEPTINE,"10,00%",Solution externe,FL/125 ml,5.733,1.15,POLYVIDONE IODEE,Autres,Non
BETASEPTINE,"10,00%",Solution externe,FL/20 ml,3.205,0.184,POLYVIDONE IODEE,Autres,Non
BETASEPTINE,"10,00%",Solution externe,FL/500 ml,11.9,4.6,POLYVIDONE IODEE,Autres,Non
BETASEPTINE,"10,00%",Solution gynecologique,FL/125 ml,4.758,0.7,POLYVIDONE IODEE,Autres,Non
BETASEPTINE,"10,00%",Solution gynecologique,FL/20 ml,2.938,0.112,POLYVIDONE IODEE,Autres,Non
BETASEPTINE,"10,00%",Solution gynecologique,FL/500 ml,7.225,2.8,POLYVIDONE IODEE,Autres,Non
BETASONE,"0,05%",Creme dermique,T/15 g,2.79,2.372,BETAMETHASONE,Corticoïdes,Non
BETASONE,"0,05%",Pommade dermique,T/15 g,2.905,2.461,BETAMETHASONE,Corticoïdes,Non
BETASTENE,"0,5 mg/ml",Gouttes buvables,FL/30 ml,6.35,4.386,BETAMETHASONE,Corticoïdes,Oui
BI-ALGIC,"37,5 mg/325 mg",Gelules,B/20,4.495,3.808,TRAMADOL + PARACETAMOL,Analgésiques (antidouleurs),Non
BI-PROFENID LP,100 mg,Comprimes secables LP,B/20,9.15,7.769,KETOPROFENE,Anti-inflammatoires,Oui
BI-SPIRAZOL,"1,5 MUI/250 mg",Comprimes pellicules,B/10,9.355,4.539,METRONIDAZOLE+SPIRAMYCINE,Antibiotiques,Oui
BI-SPIRAZOL,"1,5 MUI/250 mg",Comprimes pellicules,B/20,12.675,9.078,METRONIDAZOLE+SPIRAMYCINE,Antibiotiques,Oui
BI-SPIROGYL,"1,5 MUI/250 mg",Comprimes pellicules,B/10,7.66,4.539,METRONIDAZOLE+SPIRAMYCINE,Antibiotiques,Oui
BI-SPIROGYL,"1,5 MUI/250 mg",Comprimes pellicules,B/20,10.89,9.078,METRONIDAZOLE+SPIRAMYCINE,Antibiotiques,Oui
BI-THERAPRIL,"10 mg/2,5 mg",Comprimes secables,B/30,34.97,29.708,PERINDOPRIL+ INDAPAMIDE,Antihypertenseurs,Oui
BI-THERAPRIL,"5 mg/1,25 mg",Comprimes secables,B/30,32.46,27.591,PERINDOPRIL+ INDAPAMIDE,Antihypertenseurs,Oui
BI-TIAPRAM,200 mg,Comprimes secables,B/20,6.655,5.644,ACIDE TIAPROFENIQUE,Anti-inflammatoires,Oui
BI-TILDIEM,90 mg,Comprimes à liberation prolongee,B/28,13.441,11.424,DILTIAZEM,Antihypertenseurs,Oui
BIALMINAL,100 mg,Comprimes secables,B/60,12.645,1.44,PHENOBARBITAL,Sédatifs / Hypnotiques,Oui
BIDORZO SP,"2% + 0,5%",Collyre,FL/5 ml,25.91,17.519,DORZOLAMIDE+TIMOLOL,Autres,Oui
BILATA,50 µg/5 mg,Collyre,FL/2.5 ml,26.415,22.453,LATANOPROST + TIMOLOL,Autres,Oui
BIOGYL,"1,5 MUI/250 mg",Comprimes pellicules secables,B/10,8.345,4.539,METRONIDAZOLE+SPIRAMYCINE,Antibiotiques,Oui
BIOGYL,"1,5 MUI/250 mg",Comprimes pellicules secables,B/20,11.46,9.078,METRONIDAZOLE+SPIRAMYCINE,Antibiotiques,Oui
BIPRETERAX,"10 mg/2,5 mg",Comprimes pellicules,B/30,62.32,29.708,PERINDOPRIL+ INDAPAMIDE,Antihypertenseurs,Oui
BIPRETERAX,"5 mg/1,25 mg",Comprimes pellicules,FL/30,51.81,27.591,PERINDOPRIL+ INDAPAMIDE,Antihypertenseurs,Oui
BIPROCARD,"2,5 mg",Comprimes pellicules secables,B/30,5.525,4.59,BISOPROLOL,Antihypertenseurs,Oui
BIPROCARD AMLO,10 mg/10 mg,Comprimes,B/30,23.305,17.213,BISOPROLOL+ AMLODIPINE,Antihypertenseurs,Oui
BIPROCARD AMLO,10 mg/5 mg,Comprimes,B/30,20.135,14.331,BISOPROLOL+ AMLODIPINE,Antihypertenseurs,Oui
BIPROCARD AMLO,5 mg/5 mg,Comprimes,B/30,16.875,12.827,BISOPROLOL+ AMLODIPINE,Antihypertenseurs,Oui
BIRODOGYL,"1,5 MUI/250 mg",Comprimes pellicules,B/10,8.965,4.539,METRONIDAZOLE+SPIRAMYCINE,Antibiotiques,Oui
BISOCOR,"2,5 mg",Comprimes pellicules secables,B/30,5.42,4.59,BISOPROLOL,Antihypertenseurs,Oui
BISOCOR AMLO 10/10,10 mg/10 mg,Comprimes,B/30,20.25,17.213,BISOPROLOL+ AMLODIPINE,Antihypertenseurs,Oui
BISOCOR AMLO 10/5,10 mg/5 mg,Comprimes,B/30,16.886,14.331,BISOPROLOL+ AMLODIPINE,Antihypertenseurs,Oui
BISOCOR AMLO 5/10,5 mg/10 mg,Comprimes,B/30,18.46,15.683,BISOPROLOL+ AMLODIPINE,Antihypertenseurs,Oui
BISOCOR AMLO 5/5,5 mg/5 mg,Comprimes,B/30,15.09,12.827,BISOPROLOL+ AMLODIPINE,Antihypertenseurs,Oui
BISOPRAL,"2,5 mg",Comprimes pellicules secables,B/30,7.49,4.59,BISOPROLOL,Antihypertenseurs,Oui
BITOBRA SP,15 mg/5 ml,Collyre,FL/5 ml,4.39,3.731,DEXAMETHASONE+TOBRAMYCINE,Corticoïdes,Non
BIVAL,"160 mg/12,5 mg",Comprimes pellicules,B/30,32.81,27.871,VALSARTAN / HYDROCHLOROTHIAZIDE,Antihypertenseurs,Oui
BIVAL,160 mg/25 mg,Comprimes pellicules,B/30,33.115,27.412,VALSARTAN / HYDROCHLOROTHIAZIDE,Antihypertenseurs,Oui
BIVAL,"80 mg/12,5 mg",Comprimes pellicules,B/30,22.07,17.799,VALSARTAN / HYDROCHLOROTHIAZIDE,Antihypertenseurs,Oui
BLOPRESS 16 PLUS,"16 mg/12,5 mg",Comprimes,B/30,43.62,22.899,CANDESARTAN  HYDROCHLOROTHIAZIDE,Antihypertenseurs,Oui
BLOPRESS 8 PLUS,"8 mg/12,5 mg",Comprimes,B/30,36.85,20.043,CANDESARTAN  HYDROCHLOROTHIAZIDE,Antihypertenseurs,Oui
BONACOR,10 mg,Comprimes pellicules,B/30,8.236,6.987,BISOPROLOL,Antihypertenseurs,Oui
BONACOR,10 mg,Comprimes pellicules secables,B/30,8.23,6.987,BISOPROLOL,Antihypertenseurs,Oui
BONACOR,10 mg,Comprimes pellicules secables,B/90,31.33,20.961,BISOPROLOL,Antihypertenseurs,Oui
BONACOR,"2,5 mg",Comprimes pellicules secables,B/30,6.155,4.59,BISOPROLOL,Antihypertenseurs,Oui
BONACOR,5 mg,Comprimes pellicules,B/30,6.565,5.457,BISOPROLOL,Antihypertenseurs,Oui
BONACOR,5 mg,Comprimes pellicules secables,B/30,6.44,5.457,BISOPROLOL,Antihypertenseurs,Oui
BRICANYL TURBUHALER,"0,5 mg",Poudre pour inhalation buccale,FL/200 doses,16.19,13.685,TERBUTALINE,Bronchodilatateurs,Oui
